date,order_id,sku,product_name,category,brand,channel,qty,price,cost,vat_rate
2023-05-24,201822,EHS-6654,EHS Schoenen,Schoenen,EHS,store,2,132.22,86.14,0.21
2023-05-24,201823,ZAN-7544,Zandstra Bescherming,Bescherming,Zandstra,store,1,28.32,19.14,0.21
2023-05-24,201824,RAP-5146,Raps Schaatsen,Schaatsen,Raps,store,1,260.38,129.85,0.21
2023-05-24,201825,MAP-6017,Maple Slijpen,Slijpen,Maple,store,2,55.37,31.89,0.21
2023-05-25,201826,RAP-9748,Raps Schoenen,Schoenen,Raps,web,1,144.71,65.57,0.21
2023-05-25,201827,RAP-4376,Raps Schaatsen,Schaatsen,Raps,store,1,213.38,117.87,0.21
2023-05-25,201828,NIJ-2119,Nijdam Bescherming,Bescherming,Nijdam,web,2,30.82,16.33,0.21
2023-05-25,201829,RAP-6957,Raps Bescherming,Bescherming,Raps,store,2,41.59,23.82,0.21
2023-05-25,201830,NIJ-1781,Nijdam Schoenen,Schoenen,Nijdam,marketplace,1,112.94,74.3,0.21
2023-05-25,201831,EHS-8979,EHS Bescherming,Bescherming,EHS,store,1,30.11,18.63,0.21
2023-05-25,201832,MAP-5866,Maple Schoenen,Schoenen,Maple,marketplace,1,109.96,69.86,0.21
2023-05-25,201833,RAP-8971,Raps Accessoires,Accessoires,Raps,store,2,27.39,19.71,0.21
2023-05-26,201834,NIJ-8385,Nijdam Accessoires,Accessoires,Nijdam,web,1,30.11,13.73,0.21
2023-05-26,201835,MAP-8024,Maple Kleding,Kleding,Maple,store,1,57.75,31.53,0.21
2023-05-26,201836,MAP-8304,Maple Schoenen,Schoenen,Maple,store,1,152.15,98.27,0.21
2023-05-26,201837,RAP-4234,Raps Slijpen,Slijpen,Raps,marketplace,1,62.06,37.3,0.21
2023-05-26,201838,BON-1305,Bont Kleding,Kleding,Bont,store,2,78.01,45.1,0.21
2023-05-26,201839,ZAN-3771,Zandstra Slijpen,Slijpen,Zandstra,web,1,58.16,28.68,0.21
2023-05-26,201840,ZAN-4597,Zandstra Slijpen,Slijpen,Zandstra,marketplace,1,66.17,37.63,0.21
2023-05-26,201841,BON-3916,Bont Bescherming,Bescherming,Bont,marketplace,2,37.2,17.56,0.21
2023-05-27,201842,EHS-4673,EHS Slijpen,Slijpen,EHS,store,1,49.53,34.5,0.21
2023-05-27,201843,EHS-8010,EHS Slijpen,Slijpen,EHS,marketplace,2,66.93,43.0,0.21
2023-05-27,201844,RAP-3030,Raps Schoenen,Schoenen,Raps,web,1,156.28,109.06,0.21
2023-05-27,201845,MAP-8470,Maple Bescherming,Bescherming,Maple,store,2,42.31,23.82,0.21
2023-05-27,201846,ZAN-6713,Zandstra Slijpen,Slijpen,Zandstra,store,1,54.73,35.89,0.21
2023-05-27,201847,RAP-5345,Raps Kleding,Kleding,Raps,web,2,75.02,34.91,0.21
2023-05-27,201848,ZAN-6747,Zandstra Kleding,Kleding,Zandstra,store,1,66.88,31.04,0.21
2023-05-27,201849,BON-4664,Bont Accessoires,Accessoires,Bont,web,1,28.44,19.39,0.21
2023-05-27,201850,VIK-6624,Viking Kleding,Kleding,Viking,store,1,68.11,41.26,0.21
2023-05-27,201851,ZAN-7896,Zandstra Slijpen,Slijpen,Zandstra,marketplace,1,50.85,28.7,0.21
2023-05-27,201852,EHS-2185,EHS Schaatsen,Schaatsen,EHS,store,1,206.12,147.21,0.21
2023-05-27,201853,BON-4717,Bont Kleding,Kleding,Bont,store,1,68.94,38.57,0.21
2023-05-28,201854,BON-8829,Bont Schoenen,Schoenen,Bont,store,1,158.56,80.07,0.21
2023-05-28,201855,NIJ-8729,Nijdam Schaatsen,Schaatsen,Nijdam,web,1,240.93,113.35,0.21
2023-05-28,201856,BON-2203,Bont Accessoires,Accessoires,Bont,marketplace,1,25.6,12.58,0.21
2023-05-28,201857,NIJ-1209,Nijdam Bescherming,Bescherming,Nijdam,store,2,37.94,25.12,0.21
2023-05-28,201858,MAP-3356,Maple Bescherming,Bescherming,Maple,web,1,40.38,26.58,0.21
2023-05-28,201859,VIK-5358,Viking Schoenen,Schoenen,Viking,marketplace,1,149.91,91.3,0.21
2023-05-28,201860,ZAN-9494,Zandstra Schoenen,Schoenen,Zandstra,store,1,138.5,85.74,0.21
2023-05-28,201861,NIJ-2334,Nijdam Kleding,Kleding,Nijdam,store,1,57.93,40.32,0.21
2023-05-28,201862,EHS-8104,EHS Schaatsen,Schaatsen,EHS,web,2,190.45,113.38,0.21
2023-05-29,201863,EHS-8628,EHS Kleding,Kleding,EHS,web,1,80.44,47.81,0.21
2023-05-29,201864,MAP-1956,Maple Kleding,Kleding,Maple,web,1,85.26,48.3,0.21
2023-05-29,201865,NIJ-2855,Nijdam Bescherming,Bescherming,Nijdam,store,2,30.27,17.83,0.21
2023-05-29,201866,RAP-6770,Raps Kleding,Kleding,Raps,marketplace,2,77.48,37.99,0.21
2023-05-29,201867,EHS-5076,EHS Kleding,Kleding,EHS,store,2,69.8,44.15,0.21
2023-05-29,201868,RAP-9379,Raps Bescherming,Bescherming,Raps,store,2,35.27,20.67,0.21
2023-05-29,201869,RAP-3818,Raps Schaatsen,Schaatsen,Raps,marketplace,1,248.84,119.36,0.21
2023-05-29,201870,RAP-1651,Raps Slijpen,Slijpen,Raps,store,1,53.2,29.58,0.21
2023-05-29,201871,EHS-7027,EHS Accessoires,Accessoires,EHS,marketplace,2,28.53,18.03,0.21
2023-05-29,201872,VIK-8136,Viking Schoenen,Schoenen,Viking,store,2,137.34,79.9,0.21
2023-05-30,201873,NIJ-5417,Nijdam Schaatsen,Schaatsen,Nijdam,web,1,135.38,95.53,0.21
2023-05-30,201874,EHS-5964,EHS Slijpen,Slijpen,EHS,store,2,66.95,39.14,0.21
2023-05-30,201875,ZAN-3133,Zandstra Bescherming,Bescherming,Zandstra,marketplace,1,29.6,13.86,0.21
2023-05-30,201876,MAP-2698,Maple Schaatsen,Schaatsen,Maple,store,2,230.31,109.41,0.21
2023-05-30,201877,ZAN-2617,Zandstra Kleding,Kleding,Zandstra,web,1,74.21,44.02,0.21
2023-05-30,201878,ZAN-3204,Zandstra Kleding,Kleding,Zandstra,store,1,64.51,39.56,0.21
2023-05-30,201879,NIJ-1746,Nijdam Kleding,Kleding,Nijdam,store,1,76.05,50.43,0.21
2023-05-31,201880,BON-3031,Bont Slijpen,Slijpen,Bont,store,1,59.71,38.13,0.21
2023-05-31,201881,VIK-2797,Viking Slijpen,Slijpen,Viking,web,2,60.22,38.87,0.21
2023-05-31,201882,NIJ-6490,Nijdam Accessoires,Accessoires,Nijdam,marketplace,1,27.87,16.43,0.21
2023-05-31,201883,BON-9152,Bont Bescherming,Bescherming,Bont,marketplace,2,33.14,17.95,0.21
2023-05-31,201884,ZAN-5343,Zandstra Kleding,Kleding,Zandstra,web,2,70.78,38.87,0.21
2023-05-31,201885,EHS-5495,EHS Slijpen,Slijpen,EHS,marketplace,1,50.84,24.49,0.21
2023-05-31,201886,NIJ-4073,Nijdam Kleding,Kleding,Nijdam,store,1,74.13,45.67,0.21
2023-06-01,201887,RAP-7104,Raps Kleding,Kleding,Raps,store,2,77.93,40.92,0.21
2023-06-01,201888,RAP-3506,Raps Bescherming,Bescherming,Raps,marketplace,2,38.92,27.63,0.21
2023-06-01,201889,ZAN-3327,Zandstra Schoenen,Schoenen,Zandstra,web,1,128.07,83.02,0.21
2023-06-01,201890,ZAN-3063,Zandstra Accessoires,Accessoires,Zandstra,store,1,28.03,19.69,0.21
2023-06-01,201891,VIK-1230,Viking Kleding,Kleding,Viking,web,2,58.52,36.62,0.21
2023-06-01,201892,RAP-3742,Raps Slijpen,Slijpen,Raps,web,1,58.51,34.03,0.21
2023-06-02,201893,VIK-3680,Viking Schoenen,Schoenen,Viking,web,1,172.59,79.29,0.21
2023-06-02,201894,ZAN-6956,Zandstra Schaatsen,Schaatsen,Zandstra,store,1,294.71,159.9,0.21
2023-06-02,201895,MAP-7348,Maple Schoenen,Schoenen,Maple,web,2,149.24,83.14,0.21
2023-06-02,201896,VIK-7772,Viking Accessoires,Accessoires,Viking,marketplace,1,23.94,11.45,0.21
2023-06-02,201897,BON-7772,Bont Schoenen,Schoenen,Bont,web,2,154.35,85.84,0.21
2023-06-02,201898,RAP-1066,Raps Schoenen,Schoenen,Raps,store,1,135.33,66.78,0.21
2023-06-02,201899,VIK-7069,Viking Schoenen,Schoenen,Viking,store,2,153.9,106.73,0.21
2023-06-02,201900,BON-9835,Bont Accessoires,Accessoires,Bont,store,2,20.97,12.12,0.21
2023-06-03,201901,NIJ-3673,Nijdam Schoenen,Schoenen,Nijdam,marketplace,1,122.92,57.38,0.21
2023-06-03,201902,NIJ-2406,Nijdam Schaatsen,Schaatsen,Nijdam,web,1,251.41,146.36,0.21
2023-06-03,201903,BON-4788,Bont Kleding,Kleding,Bont,store,1,67.88,32.8,0.21
2023-06-03,201904,NIJ-5951,Nijdam Slijpen,Slijpen,Nijdam,web,1,70.12,38.53,0.21
2023-06-03,201905,VIK-6667,Viking Schaatsen,Schaatsen,Viking,store,2,221.32,108.51,0.21
2023-06-03,201906,MAP-3362,Maple Schoenen,Schoenen,Maple,web,1,96.85,58.33,0.21
2023-06-03,201907,VIK-8903,Viking Kleding,Kleding,Viking,store,2,61.87,29.04,0.21
2023-06-03,201908,VIK-5585,Viking Schaatsen,Schaatsen,Viking,store,1,188.67,130.04,0.21
2023-06-03,201909,NIJ-8520,Nijdam Kleding,Kleding,Nijdam,marketplace,1,67.15,35.27,0.21
2023-06-03,201910,EHS-2469,EHS Kleding,Kleding,EHS,store,2,67.22,38.16,0.21
2023-06-04,201911,BON-6507,Bont Bescherming,Bescherming,Bont,store,1,33.82,15.94,0.21
2023-06-04,201912,RAP-3013,Raps Schaatsen,Schaatsen,Raps,store,1,238.26,169.56,0.21
2023-06-04,201913,NIJ-9816,Nijdam Slijpen,Slijpen,Nijdam,marketplace,1,62.16,28.12,0.21
2023-06-04,201914,BON-4425,Bont Kleding,Kleding,Bont,marketplace,2,66.74,40.26,0.21
2023-06-04,201915,BON-4613,Bont Accessoires,Accessoires,Bont,store,2,16.38,9.06,0.21
2023-06-04,201916,NIJ-3425,Nijdam Schoenen,Schoenen,Nijdam,store,1,152.4,95.91,0.21
2023-06-04,201917,MAP-2335,Maple Bescherming,Bescherming,Maple,store,1,29.14,18.56,0.21
2023-06-04,201918,ZAN-5475,Zandstra Slijpen,Slijpen,Zandstra,store,1,56.65,35.32,0.21
2023-06-05,201919,NIJ-3579,Nijdam Kleding,Kleding,Nijdam,store,2,52.5,33.99,0.21
2023-06-05,201920,BON-4475,Bont Slijpen,Slijpen,Bont,store,1,56.87,37.73,0.21
2023-06-05,201921,EHS-1240,EHS Bescherming,Bescherming,EHS,store,1,39.69,22.8,0.21
2023-06-05,201922,ZAN-2117,Zandstra Bescherming,Bescherming,Zandstra,store,1,35.0,22.41,0.21
2023-06-05,201923,ZAN-3538,Zandstra Bescherming,Bescherming,Zandstra,web,1,34.25,19.7,0.21
2023-06-05,201924,MAP-8048,Maple Bescherming,Bescherming,Maple,marketplace,2,41.47,19.02,0.21
2023-06-05,201925,VIK-5370,Viking Bescherming,Bescherming,Viking,web,1,41.38,22.07,0.21
2023-06-05,201926,NIJ-6911,Nijdam Accessoires,Accessoires,Nijdam,web,1,22.0,11.69,0.21
2023-06-05,201927,NIJ-2236,Nijdam Schaatsen,Schaatsen,Nijdam,store,1,259.39,165.33,0.21
2023-06-05,201928,ZAN-3493,Zandstra Slijpen,Slijpen,Zandstra,store,2,68.34,47.8,0.21
2023-06-05,201929,RAP-5027,Raps Schoenen,Schoenen,Raps,marketplace,1,155.61,96.3,0.21
2023-06-06,201930,ZAN-3200,Zandstra Slijpen,Slijpen,Zandstra,web,1,62.61,44.05,0.21
2023-06-06,201931,MAP-3579,Maple Slijpen,Slijpen,Maple,store,2,69.63,40.75,0.21
2023-06-06,201932,ZAN-2928,Zandstra Bescherming,Bescherming,Zandstra,web,2,36.38,17.02,0.21
2023-06-06,201933,RAP-7482,Raps Slijpen,Slijpen,Raps,marketplace,1,49.27,34.79,0.21
2023-06-06,201934,ZAN-5382,Zandstra Kleding,Kleding,Zandstra,web,1,72.1,39.16,0.21
2023-06-06,201935,VIK-9088,Viking Accessoires,Accessoires,Viking,store,2,26.39,17.97,0.21
2023-06-06,201936,MAP-8469,Maple Slijpen,Slijpen,Maple,marketplace,2,49.95,35.91,0.21
2023-06-06,201937,MAP-7084,Maple Kleding,Kleding,Maple,web,2,55.76,28.94,0.21
2023-06-06,201938,ZAN-6508,Zandstra Schoenen,Schoenen,Zandstra,web,1,155.32,88.67,0.21
2023-06-06,201939,ZAN-8814,Zandstra Slijpen,Slijpen,Zandstra,web,1,49.41,29.55,0.21
2023-06-06,201940,NIJ-1763,Nijdam Schoenen,Schoenen,Nijdam,store,1,145.51,91.3,0.21
2023-06-06,201941,MAP-8105,Maple Schaatsen,Schaatsen,Maple,web,1,160.2,72.63,0.21
2023-06-06,201942,MAP-9651,Maple Schoenen,Schoenen,Maple,store,1,174.74,110.68,0.21
2023-06-06,201943,MAP-5376,Maple Accessoires,Accessoires,Maple,store,2,21.0,13.28,0.21
2023-06-06,201944,NIJ-3281,Nijdam Schaatsen,Schaatsen,Nijdam,web,1,226.17,156.91,0.21
2023-06-07,201945,MAP-1257,Maple Bescherming,Bescherming,Maple,store,1,38.6,25.13,0.21
2023-06-07,201946,MAP-7566,Maple Kleding,Kleding,Maple,store,2,64.39,29.07,0.21
2023-06-07,201947,NIJ-7950,Nijdam Slijpen,Slijpen,Nijdam,store,2,44.7,20.95,0.21
2023-06-07,201948,RAP-1183,Raps Schaatsen,Schaatsen,Raps,store,2,288.9,196.64,0.21
2023-06-07,201949,BON-7612,Bont Schoenen,Schoenen,Bont,store,2,149.72,106.41,0.21
2023-06-07,201950,ZAN-8619,Zandstra Schoenen,Schoenen,Zandstra,web,1,147.73,83.4,0.21
2023-06-07,201951,NIJ-4287,Nijdam Bescherming,Bescherming,Nijdam,store,2,36.64,21.83,0.21
2023-06-08,201952,MAP-4413,Maple Schaatsen,Schaatsen,Maple,marketplace,2,240.1,151.83,0.21
2023-06-08,201953,NIJ-3664,Nijdam Schaatsen,Schaatsen,Nijdam,store,1,229.13,104.44,0.21
2023-06-09,201954,MAP-9308,Maple Schaatsen,Schaatsen,Maple,marketplace,2,211.05,138.57,0.21
2023-06-09,201955,MAP-4597,Maple Schoenen,Schoenen,Maple,marketplace,1,121.76,58.69,0.21
2023-06-09,201956,BON-8614,Bont Accessoires,Accessoires,Bont,marketplace,1,29.95,20.8,0.21
2023-06-09,201957,VIK-6085,Viking Accessoires,Accessoires,Viking,web,1,23.22,13.42,0.21
2023-06-09,201958,MAP-5220,Maple Bescherming,Bescherming,Maple,store,1,36.16,17.54,0.21
2023-06-09,201959,RAP-5692,Raps Schaatsen,Schaatsen,Raps,store,1,194.15,119.97,0.21
2023-06-09,201960,VIK-3734,Viking Accessoires,Accessoires,Viking,web,1,20.81,12.83,0.21
2023-06-09,201961,NIJ-8392,Nijdam Kleding,Kleding,Nijdam,marketplace,1,91.58,51.26,0.21
2023-06-10,201962,RAP-3009,Raps Accessoires,Accessoires,Raps,store,1,25.88,12.92,0.21
2023-06-10,201963,MAP-8732,Maple Schaatsen,Schaatsen,Maple,store,2,282.41,151.73,0.21
2023-06-10,201964,BON-1173,Bont Slijpen,Slijpen,Bont,store,2,39.61,18.84,0.21
2023-06-10,201965,NIJ-8047,Nijdam Accessoires,Accessoires,Nijdam,web,1,25.22,16.16,0.21
2023-06-10,201966,EHS-6271,EHS Accessoires,Accessoires,EHS,store,1,23.9,12.38,0.21
2023-06-10,201967,RAP-7053,Raps Slijpen,Slijpen,Raps,store,1,51.23,25.24,0.21
2023-06-10,201968,EHS-6639,EHS Slijpen,Slijpen,EHS,web,1,73.82,35.47,0.21
2023-06-10,201969,MAP-2958,Maple Accessoires,Accessoires,Maple,web,2,26.73,17.51,0.21
2023-06-10,201970,EHS-5361,EHS Schoenen,Schoenen,EHS,marketplace,1,136.37,94.54,0.21
2023-06-11,201971,MAP-3140,Maple Schoenen,Schoenen,Maple,store,1,161.45,113.04,0.21
2023-06-11,201972,NIJ-7201,Nijdam Schaatsen,Schaatsen,Nijdam,web,1,229.22,128.38,0.21
2023-06-11,201973,ZAN-5426,Zandstra Accessoires,Accessoires,Zandstra,web,2,16.93,11.89,0.21
2023-06-11,201974,EHS-2393,EHS Schoenen,Schoenen,EHS,store,2,127.57,74.8,0.21
2023-06-12,201975,NIJ-4310,Nijdam Bescherming,Bescherming,Nijdam,marketplace,2,35.57,23.79,0.21
2023-06-12,201976,VIK-9023,Viking Kleding,Kleding,Viking,marketplace,2,66.82,31.77,0.21
2023-06-12,201977,NIJ-7605,Nijdam Slijpen,Slijpen,Nijdam,marketplace,1,40.29,24.94,0.21
2023-06-12,201978,MAP-2123,Maple Accessoires,Accessoires,Maple,web,1,24.7,12.98,0.21
2023-06-12,201979,VIK-8028,Viking Schoenen,Schoenen,Viking,marketplace,2,132.56,86.71,0.21
2023-06-12,201980,ZAN-5039,Zandstra Kleding,Kleding,Zandstra,store,2,65.04,29.85,0.21
2023-06-12,201981,MAP-6450,Maple Slijpen,Slijpen,Maple,web,2,50.83,24.93,0.21
2023-06-12,201982,EHS-7809,EHS Accessoires,Accessoires,EHS,store,1,24.92,15.88,0.21
2023-06-12,201983,RAP-9803,Raps Schaatsen,Schaatsen,Raps,web,2,203.43,115.35,0.21
2023-06-12,201984,EHS-8871,EHS Schoenen,Schoenen,EHS,store,1,119.23,67.38,0.21
2023-06-13,201985,VIK-3053,Viking Kleding,Kleding,Viking,store,1,55.69,28.1,0.21
2023-06-13,201986,EHS-8352,EHS Accessoires,Accessoires,EHS,web,1,27.1,12.31,0.21
2023-06-13,201987,EHS-8767,EHS Slijpen,Slijpen,EHS,marketplace,2,77.13,37.91,0.21
2023-06-13,201988,EHS-4367,EHS Accessoires,Accessoires,EHS,marketplace,1,26.78,15.75,0.21
2023-06-13,201989,VIK-4843,Viking Bescherming,Bescherming,Viking,web,2,36.14,16.48,0.21
2023-06-14,201990,BON-8593,Bont Schoenen,Schoenen,Bont,store,2,101.83,49.42,0.21
2023-06-14,201991,RAP-2572,Raps Schoenen,Schoenen,Raps,marketplace,1,147.44,89.45,0.21
2023-06-14,201992,BON-2249,Bont Bescherming,Bescherming,Bont,store,1,42.46,20.03,0.21
2023-06-14,201993,MAP-1012,Maple Schoenen,Schoenen,Maple,store,1,139.0,89.2,0.21
2023-06-14,201994,BON-2302,Bont Slijpen,Slijpen,Bont,web,1,70.78,35.84,0.21
2023-06-14,201995,RAP-6209,Raps Schoenen,Schoenen,Raps,store,1,81.73,40.93,0.21
2023-06-15,201996,ZAN-8066,Zandstra Slijpen,Slijpen,Zandstra,store,2,66.61,31.83,0.21
2023-06-15,201997,BON-9367,Bont Schaatsen,Schaatsen,Bont,marketplace,1,253.78,148.36,0.21
2023-06-15,201998,ZAN-2783,Zandstra Kleding,Kleding,Zandstra,marketplace,1,84.46,40.55,0.21
2023-06-15,201999,VIK-5834,Viking Schaatsen,Schaatsen,Viking,store,1,252.03,160.01,0.21
2023-06-16,202000,BON-8292,Bont Slijpen,Slijpen,Bont,store,1,79.15,47.55,0.21
2023-06-16,202001,ZAN-6714,Zandstra Bescherming,Bescherming,Zandstra,store,2,29.47,14.86,0.21
2023-06-16,202002,ZAN-6534,Zandstra Bescherming,Bescherming,Zandstra,web,2,32.41,19.4,0.21
2023-06-16,202003,RAP-2209,Raps Bescherming,Bescherming,Raps,store,1,44.48,29.5,0.21
2023-06-16,202004,NIJ-7695,Nijdam Bescherming,Bescherming,Nijdam,store,1,32.95,18.48,0.21
2023-06-16,202005,RAP-3225,Raps Schoenen,Schoenen,Raps,store,2,156.66,82.35,0.21
2023-06-16,202006,ZAN-8677,Zandstra Bescherming,Bescherming,Zandstra,store,1,37.5,20.31,0.21
2023-06-16,202007,MAP-3849,Maple Accessoires,Accessoires,Maple,store,1,26.25,15.81,0.21
2023-06-16,202008,ZAN-4594,Zandstra Schaatsen,Schaatsen,Zandstra,store,1,225.06,103.36,0.21
2023-06-16,202009,ZAN-2873,Zandstra Bescherming,Bescherming,Zandstra,store,2,45.6,32.27,0.21
2023-06-16,202010,MAP-2092,Maple Bescherming,Bescherming,Maple,store,2,34.65,20.37,0.21
2023-06-17,202011,RAP-4489,Raps Schaatsen,Schaatsen,Raps,store,1,269.29,144.36,0.21
2023-06-17,202012,VIK-4208,Viking Kleding,Kleding,Viking,web,2,57.56,29.59,0.21
2023-06-17,202013,ZAN-2729,Zandstra Schaatsen,Schaatsen,Zandstra,marketplace,1,246.64,145.4,0.21
2023-06-17,202014,ZAN-2342,Zandstra Schoenen,Schoenen,Zandstra,store,2,112.5,74.67,0.21
2023-06-17,202015,RAP-3688,Raps Schaatsen,Schaatsen,Raps,web,1,166.95,79.8,0.21
2023-06-17,202016,ZAN-8814,Zandstra Accessoires,Accessoires,Zandstra,marketplace,2,19.85,14.27,0.21
2023-06-17,202017,RAP-8924,Raps Bescherming,Bescherming,Raps,store,1,31.6,18.65,0.21
2023-06-17,202018,BON-8927,Bont Schoenen,Schoenen,Bont,web,1,169.07,86.87,0.21
2023-06-18,202019,VIK-1421,Viking Slijpen,Slijpen,Viking,marketplace,2,65.88,30.32,0.21
2023-06-18,202020,RAP-7273,Raps Schoenen,Schoenen,Raps,marketplace,2,120.09,64.24,0.21
2023-06-18,202021,VIK-6422,Viking Bescherming,Bescherming,Viking,marketplace,2,35.28,17.87,0.21
2023-06-18,202022,BON-1456,Bont Schaatsen,Schaatsen,Bont,web,2,233.37,110.3,0.21
2023-06-18,202023,MAP-4732,Maple Schaatsen,Schaatsen,Maple,store,1,211.3,128.84,0.21
2023-06-18,202024,BON-3084,Bont Accessoires,Accessoires,Bont,web,2,26.82,13.72,0.21
2023-06-19,202025,NIJ-5775,Nijdam Accessoires,Accessoires,Nijdam,store,1,21.63,12.06,0.21
2023-06-19,202026,MAP-9942,Maple Accessoires,Accessoires,Maple,store,2,28.57,20.15,0.21
2023-06-19,202027,RAP-1499,Raps Slijpen,Slijpen,Raps,store,1,67.57,32.48,0.21
2023-06-19,202028,RAP-4542,Raps Schaatsen,Schaatsen,Raps,web,2,178.89,113.67,0.21
2023-06-19,202029,EHS-9663,EHS Accessoires,Accessoires,EHS,marketplace,2,22.45,12.23,0.21
2023-06-19,202030,BON-8143,Bont Schaatsen,Schaatsen,Bont,store,2,242.44,135.47,0.21
2023-06-19,202031,NIJ-5773,Nijdam Bescherming,Bescherming,Nijdam,marketplace,2,33.52,22.13,0.21
2023-06-19,202032,ZAN-4498,Zandstra Schoenen,Schoenen,Zandstra,store,2,134.83,80.11,0.21
2023-06-19,202033,RAP-5969,Raps Slijpen,Slijpen,Raps,store,2,44.91,29.88,0.21
2023-06-19,202034,EHS-5450,EHS Kleding,Kleding,EHS,marketplace,2,75.61,42.98,0.21
2023-06-19,202035,RAP-7462,Raps Slijpen,Slijpen,Raps,store,2,65.39,38.09,0.21
2023-06-20,202036,EHS-3138,EHS Kleding,Kleding,EHS,store,1,72.75,50.17,0.21
2023-06-20,202037,EHS-3759,EHS Schaatsen,Schaatsen,EHS,marketplace,1,224.23,133.01,0.21
2023-06-20,202038,BON-1488,Bont Slijpen,Slijpen,Bont,marketplace,2,57.9,34.29,0.21
2023-06-20,202039,VIK-4522,Viking Bescherming,Bescherming,Viking,marketplace,1,37.69,25.07,0.21
2023-06-20,202040,BON-2350,Bont Accessoires,Accessoires,Bont,store,1,21.68,13.25,0.21
2023-06-20,202041,VIK-5430,Viking Kleding,Kleding,Viking,web,1,94.63,49.53,0.21
2023-06-20,202042,VIK-9367,Viking Kleding,Kleding,Viking,marketplace,2,52.78,36.58,0.21
2023-06-20,202043,VIK-1826,Viking Slijpen,Slijpen,Viking,web,1,65.14,41.55,0.21
2023-06-21,202044,RAP-3703,Raps Bescherming,Bescherming,Raps,store,1,32.06,18.38,0.21
2023-06-21,202045,BON-1993,Bont Kleding,Kleding,Bont,store,1,77.27,48.33,0.21
2023-06-21,202046,EHS-5841,EHS Slijpen,Slijpen,EHS,web,1,66.56,43.9,0.21
2023-06-21,202047,RAP-8350,Raps Schaatsen,Schaatsen,Raps,store,2,261.47,125.43,0.21
2023-06-21,202048,BON-4380,Bont Accessoires,Accessoires,Bont,store,2,23.76,15.12,0.21
2023-06-21,202049,RAP-7405,Raps Accessoires,Accessoires,Raps,marketplace,1,23.68,16.97,0.21
2023-06-21,202050,EHS-1643,EHS Bescherming,Bescherming,EHS,store,1,39.91,20.62,0.21
2023-06-21,202051,EHS-3553,EHS Schoenen,Schoenen,EHS,store,1,151.84,97.06,0.21
2023-06-22,202052,BON-4295,Bont Slijpen,Slijpen,Bont,web,1,62.0,44.46,0.21
2023-06-22,202053,VIK-9914,Viking Kleding,Kleding,Viking,store,2,81.83,39.99,0.21
2023-06-22,202054,RAP-3815,Raps Kleding,Kleding,Raps,store,1,78.96,43.34,0.21
2023-06-22,202055,ZAN-9821,Zandstra Accessoires,Accessoires,Zandstra,marketplace,2,23.82,14.28,0.21
2023-06-22,202056,RAP-6278,Raps Schoenen,Schoenen,Raps,marketplace,1,159.54,97.56,0.21
2023-06-22,202057,RAP-8704,Raps Schoenen,Schoenen,Raps,web,1,138.7,75.48,0.21
2023-06-22,202058,EHS-7801,EHS Accessoires,Accessoires,EHS,marketplace,2,23.67,15.47,0.21
2023-06-22,202059,ZAN-2130,Zandstra Slijpen,Slijpen,Zandstra,marketplace,1,61.97,39.57,0.21
2023-06-22,202060,ZAN-6995,Zandstra Slijpen,Slijpen,Zandstra,store,2,67.48,35.73,0.21
2023-06-22,202061,ZAN-7117,Zandstra Schoenen,Schoenen,Zandstra,marketplace,2,111.23,79.89,0.21
2023-06-23,202062,EHS-8699,EHS Accessoires,Accessoires,EHS,store,2,33.57,16.02,0.21
2023-06-23,202063,VIK-2530,Viking Kleding,Kleding,Viking,store,1,72.46,37.99,0.21
2023-06-23,202064,ZAN-5855,Zandstra Kleding,Kleding,Zandstra,marketplace,1,72.82,43.44,0.21
2023-06-23,202065,ZAN-3447,Zandstra Schoenen,Schoenen,Zandstra,store,1,172.51,109.24,0.21
2023-06-23,202066,ZAN-8252,Zandstra Schoenen,Schoenen,Zandstra,web,2,115.13,81.05,0.21
2023-06-23,202067,ZAN-5550,Zandstra Accessoires,Accessoires,Zandstra,marketplace,2,29.87,19.95,0.21
2023-06-23,202068,EHS-2184,EHS Bescherming,Bescherming,EHS,store,2,47.1,28.59,0.21
2023-06-24,202069,ZAN-1430,Zandstra Accessoires,Accessoires,Zandstra,web,1,30.77,20.96,0.21
2023-06-24,202070,BON-3647,Bont Accessoires,Accessoires,Bont,marketplace,1,21.98,10.41,0.21
2023-06-24,202071,RAP-9324,Raps Schoenen,Schoenen,Raps,web,1,129.86,58.79,0.21
2023-06-24,202072,BON-5767,Bont Slijpen,Slijpen,Bont,marketplace,1,63.89,38.46,0.21
2023-06-24,202073,NIJ-9086,Nijdam Accessoires,Accessoires,Nijdam,store,2,21.23,12.87,0.21
2023-06-25,202074,MAP-7225,Maple Kleding,Kleding,Maple,marketplace,1,83.94,54.56,0.21
2023-06-25,202075,BON-4025,Bont Slijpen,Slijpen,Bont,web,2,63.19,37.34,0.21
2023-06-25,202076,VIK-5948,Viking Accessoires,Accessoires,Viking,web,2,21.32,9.85,0.21
2023-06-25,202077,VIK-3521,Viking Slijpen,Slijpen,Viking,store,2,53.04,36.3,0.21
2023-06-25,202078,NIJ-8512,Nijdam Schoenen,Schoenen,Nijdam,web,1,139.86,89.65,0.21
