date,sku,on_hand,cost,reorder_point,category,brand
2023-07-01,EHS-1011A,44,117.87,18,Accessoires,EHS
2023-07-01,EHS-1012A,27,75.84,19,Accessoires,EHS
2023-07-01,EHS-1013A,104,33.86,5,Accessoires,EHS
2023-07-01,EHS-1014A,19,16.74,11,Accessoires,EHS
2023-07-01,EHS-1015A,41,109.62,7,Accessoires,EHS
2023-07-01,EHS-1016A,34,88.47,5,Accessoires,EHS
2023-07-01,EHS-1017A,69,104.75,10,Accessoires,EHS
2023-07-01,EHS-1018A,21,89.03,8,Accessoires,EHS
2023-07-01,EHS-1019A,77,83.25,21,Accessoires,EHS
2023-07-01,EHS-1000S,102,43.25,9,Slijpen,EHS
2023-07-01,EHS-1001S,32,87.85,6,Slijpen,EHS
2023-07-01,EHS-1002S,20,29.2,19,Slijpen,EHS
2023-07-01,EHS-1003S,78,89.35,20,Slijpen,EHS
2023-07-01,EHS-1004S,25,115.28,6,Slijpen,EHS
2023-07-01,EHS-1005S,108,54.94,21,Slijpen,EHS
2023-07-01,EHS-1006S,66,74.24,12,Slijpen,EHS
2023-07-01,EHS-1007S,43,74.26,12,Slijpen,EHS
2023-07-01,EHS-1008S,44,45.06,10,Slijpen,EHS
2023-07-01,EHS-1009S,101,36.58,6,Slijpen,EHS
2023-07-01,EHS-1010S,57,29.45,23,Slijpen,EHS
2023-07-01,EHS-1011S,15,25.77,24,Slijpen,EHS
2023-07-01,EHS-1012S,98,113.27,15,Slijpen,EHS
2023-07-01,EHS-1013S,75,66.58,22,Slijpen,EHS
2023-07-01,EHS-1014S,96,64.52,24,Slijpen,EHS
2023-07-01,EHS-1015S,35,117.8,22,Slijpen,EHS
2023-07-01,EHS-1016S,36,95.08,15,Slijpen,EHS
2023-07-01,EHS-1017S,28,68.0,12,Slijpen,EHS
2023-07-01,EHS-1018S,65,34.96,14,Slijpen,EHS
2023-07-01,EHS-1019S,91,76.83,5,Slijpen,EHS
2023-07-01,EHS-1000B,77,84.18,11,Bescherming,EHS
2023-07-01,EHS-1001B,38,114.43,17,Bescherming,EHS
2023-07-01,EHS-1002B,97,86.66,14,Bescherming,EHS
2023-07-01,EHS-1003B,39,70.89,18,Bescherming,EHS
2023-07-01,EHS-1004B,72,114.6,11,Bescherming,EHS
2023-07-01,EHS-1005B,89,119.42,6,Bescherming,EHS
2023-07-01,EHS-1006B,50,94.62,24,Bescherming,EHS
2023-07-01,EHS-1007B,70,15.71,19,Bescherming,EHS
2023-07-01,EHS-1008B,111,89.53,6,Bescherming,EHS
2023-07-01,EHS-1009B,82,105.56,24,Bescherming,EHS
2023-07-01,EHS-1010B,23,22.8,12,Bescherming,EHS
2023-07-01,EHS-1011B,52,15.63,13,Bescherming,EHS
2023-07-01,EHS-1012B,68,95.57,8,Bescherming,EHS
2023-07-01,EHS-1013B,101,34.42,20,Bescherming,EHS
2023-07-01,EHS-1014B,72,103.01,23,Bescherming,EHS
2023-07-01,EHS-1015B,48,75.23,18,Bescherming,EHS
2023-07-01,EHS-1016B,87,33.6,7,Bescherming,EHS
2023-07-01,EHS-1017B,91,93.32,11,Bescherming,EHS
2023-07-01,EHS-1018B,77,111.33,5,Bescherming,EHS
2023-07-01,EHS-1019B,33,92.74,19,Bescherming,EHS
2023-07-01,RAP-1000S,84,101.61,14,Schaatsen,Raps
2023-07-01,RAP-1001S,6,97.97,11,Schaatsen,Raps
2023-07-01,RAP-1002S,34,59.4,17,Schaatsen,Raps
2023-07-01,RAP-1003S,67,22.2,8,Schaatsen,Raps
2023-07-01,RAP-1004S,73,63.66,9,Schaatsen,Raps
2023-07-01,RAP-1005S,73,97.57,12,Schaatsen,Raps
2023-07-01,RAP-1006S,80,83.72,13,Schaatsen,Raps
2023-07-01,RAP-1007S,6,20.52,8,Schaatsen,Raps
2023-07-01,RAP-1008S,97,35.35,22,Schaatsen,Raps
2023-07-01,RAP-1009S,2,108.23,20,Schaatsen,Raps
2023-07-01,RAP-1010S,46,50.07,13,Schaatsen,Raps
2023-07-01,RAP-1011S,87,21.37,11,Schaatsen,Raps
2023-07-01,RAP-1012S,71,82.47,21,Schaatsen,Raps
2023-07-01,RAP-1013S,56,114.83,10,Schaatsen,Raps
2023-07-01,RAP-1014S,9,110.82,19,Schaatsen,Raps
2023-07-01,RAP-1015S,19,94.36,23,Schaatsen,Raps
2023-07-01,RAP-1016S,103,65.59,16,Schaatsen,Raps
2023-07-01,RAP-1017S,39,108.23,19,Schaatsen,Raps
2023-07-01,RAP-1018S,86,103.26,17,Schaatsen,Raps
2023-07-01,RAP-1019S,39,112.63,8,Schaatsen,Raps
2023-07-01,RAP-1000S,110,70.24,15,Schoenen,Raps
2023-07-01,RAP-1001S,43,91.48,18,Schoenen,Raps
2023-07-01,RAP-1002S,2,118.72,15,Schoenen,Raps
2023-07-01,RAP-1003S,23,106.86,17,Schoenen,Raps
2023-07-01,RAP-1004S,13,58.29,16,Schoenen,Raps
2023-07-01,RAP-1005S,119,62.54,12,Schoenen,Raps
2023-07-01,RAP-1006S,84,34.06,21,Schoenen,Raps
2023-07-01,RAP-1007S,70,41.73,14,Schoenen,Raps
2023-07-01,RAP-1008S,67,99.84,21,Schoenen,Raps
2023-07-01,RAP-1009S,63,82.82,5,Schoenen,Raps
2023-07-01,RAP-1010S,60,65.79,20,Schoenen,Raps
2023-07-01,RAP-1011S,4,76.19,23,Schoenen,Raps
2023-07-01,RAP-1012S,59,104.27,7,Schoenen,Raps
2023-07-01,RAP-1013S,42,24.01,19,Schoenen,Raps
2023-07-01,RAP-1014S,16,50.15,14,Schoenen,Raps
2023-07-01,RAP-1015S,41,71.68,23,Schoenen,Raps
2023-07-01,RAP-1016S,85,69.72,6,Schoenen,Raps
2023-07-01,RAP-1017S,110,47.59,19,Schoenen,Raps
2023-07-01,RAP-1018S,110,102.38,7,Schoenen,Raps
2023-07-01,RAP-1019S,0,115.92,8,Schoenen,Raps
2023-07-01,RAP-1000K,23,70.05,20,Kleding,Raps
2023-07-01,RAP-1001K,21,43.99,16,Kleding,Raps
2023-07-01,RAP-1002K,104,114.43,24,Kleding,Raps
2023-07-01,RAP-1003K,116,115.78,22,Kleding,Raps
2023-07-01,RAP-1004K,75,46.15,10,Kleding,Raps
2023-07-01,RAP-1005K,118,106.67,21,Kleding,Raps
2023-07-01,RAP-1006K,87,95.24,18,Kleding,Raps
2023-07-01,RAP-1007K,47,47.03,23,Kleding,Raps
2023-07-01,RAP-1008K,119,72.11,10,Kleding,Raps
2023-07-01,RAP-1009K,34,81.84,19,Kleding,Raps
2023-07-01,RAP-1010K,92,71.63,20,Kleding,Raps
2023-07-01,RAP-1011K,86,61.47,18,Kleding,Raps
2023-07-01,RAP-1012K,104,77.12,13,Kleding,Raps
2023-07-01,RAP-1013K,19,43.45,10,Kleding,Raps
2023-07-01,RAP-1014K,117,50.74,20,Kleding,Raps
2023-07-01,RAP-1015K,48,119.31,16,Kleding,Raps
2023-07-01,RAP-1016K,58,107.2,22,Kleding,Raps
2023-07-01,RAP-1017K,110,98.14,21,Kleding,Raps
2023-07-01,RAP-1018K,38,27.3,8,Kleding,Raps
2023-07-01,RAP-1019K,32,24.85,20,Kleding,Raps
2023-07-01,RAP-1000A,17,73.27,11,Accessoires,Raps
2023-07-01,RAP-1001A,57,34.45,7,Accessoires,Raps
2023-07-01,RAP-1002A,83,76.42,14,Accessoires,Raps
2023-07-01,RAP-1003A,34,21.39,7,Accessoires,Raps
2023-07-01,RAP-1004A,40,106.75,24,Accessoires,Raps
2023-07-01,RAP-1005A,90,85.31,18,Accessoires,Raps
2023-07-01,RAP-1006A,30,76.02,20,Accessoires,Raps
2023-07-01,RAP-1007A,103,40.36,5,Accessoires,Raps
2023-07-01,RAP-1008A,115,113.87,13,Accessoires,Raps
2023-07-01,RAP-1009A,68,44.43,5,Accessoires,Raps
2023-07-01,RAP-1010A,105,102.86,24,Accessoires,Raps
2023-07-01,RAP-1011A,40,52.38,7,Accessoires,Raps
2023-07-01,RAP-1012A,4,40.19,24,Accessoires,Raps
2023-07-01,RAP-1013A,28,91.08,5,Accessoires,Raps
2023-07-01,RAP-1014A,44,92.99,13,Accessoires,Raps
2023-07-01,RAP-1015A,6,97.95,11,Accessoires,Raps
2023-07-01,RAP-1016A,85,43.03,18,Accessoires,Raps
2023-07-01,RAP-1017A,24,101.65,24,Accessoires,Raps
2023-07-01,RAP-1018A,56,83.47,24,Accessoires,Raps
2023-07-01,RAP-1019A,13,70.59,15,Accessoires,Raps
2023-07-01,RAP-1000S,81,113.52,11,Slijpen,Raps
2023-07-01,RAP-1001S,12,87.07,5,Slijpen,Raps
2023-07-01,RAP-1002S,71,19.99,9,Slijpen,Raps
2023-07-01,RAP-1003S,92,53.16,11,Slijpen,Raps
2023-07-01,RAP-1004S,115,100.43,11,Slijpen,Raps
2023-07-01,RAP-1005S,63,41.95,5,Slijpen,Raps
2023-07-01,RAP-1006S,118,27.8,21,Slijpen,Raps
2023-07-01,RAP-1007S,64,15.92,12,Slijpen,Raps
2023-07-01,RAP-1008S,104,105.1,5,Slijpen,Raps
2023-07-01,RAP-1009S,4,37.44,23,Slijpen,Raps
2023-07-01,RAP-1010S,100,36.84,24,Slijpen,Raps
2023-07-01,RAP-1011S,101,48.33,23,Slijpen,Raps
2023-07-01,RAP-1012S,60,117.77,21,Slijpen,Raps
2023-07-01,RAP-1013S,67,92.61,11,Slijpen,Raps
2023-07-01,RAP-1014S,37,21.91,8,Slijpen,Raps
2023-07-01,RAP-1015S,58,76.06,11,Slijpen,Raps
2023-07-01,RAP-1016S,75,90.72,17,Slijpen,Raps
2023-07-01,RAP-1017S,17,20.16,11,Slijpen,Raps
2023-07-01,RAP-1018S,90,50.48,11,Slijpen,Raps
2023-07-01,RAP-1019S,28,17.26,14,Slijpen,Raps
2023-07-01,RAP-1000B,8,16.78,15,Bescherming,Raps
2023-07-01,RAP-1001B,105,57.7,7,Bescherming,Raps
2023-07-01,RAP-1002B,89,19.93,9,Bescherming,Raps
2023-07-01,RAP-1003B,88,94.33,16,Bescherming,Raps
2023-07-01,RAP-1004B,14,93.25,10,Bescherming,Raps
2023-07-01,RAP-1005B,91,100.5,11,Bescherming,Raps
2023-07-01,RAP-1006B,22,35.48,16,Bescherming,Raps
2023-07-01,RAP-1007B,6,29.2,8,Bescherming,Raps
2023-07-01,RAP-1008B,73,39.61,21,Bescherming,Raps
2023-07-01,RAP-1009B,6,54.65,19,Bescherming,Raps
2023-07-01,RAP-1010B,91,83.98,11,Bescherming,Raps
2023-07-01,RAP-1011B,10,104.58,13,Bescherming,Raps
2023-07-01,RAP-1012B,66,61.31,7,Bescherming,Raps
2023-07-01,RAP-1013B,9,84.07,16,Bescherming,Raps
2023-07-01,RAP-1014B,68,50.94,23,Bescherming,Raps
2023-07-01,RAP-1015B,9,93.63,5,Bescherming,Raps
2023-07-01,RAP-1016B,74,106.01,17,Bescherming,Raps
2023-07-01,RAP-1017B,57,119.35,21,Bescherming,Raps
2023-07-01,RAP-1018B,5,63.79,23,Bescherming,Raps
2023-07-01,RAP-1019B,28,71.79,18,Bescherming,Raps
2023-07-01,BON-1000S,23,29.62,24,Schaatsen,Bont
2023-07-01,BON-1001S,52,17.5,9,Schaatsen,Bont
2023-07-01,BON-1002S,70,110.16,16,Schaatsen,Bont
2023-07-01,BON-1003S,62,84.36,12,Schaatsen,Bont
2023-07-01,BON-1004S,39,106.75,13,Schaatsen,Bont
2023-07-01,BON-1005S,67,47.68,13,Schaatsen,Bont
2023-07-01,BON-1006S,36,64.73,14,Schaatsen,Bont
2023-07-01,BON-1007S,67,88.58,12,Schaatsen,Bont
2023-07-01,BON-1008S,43,117.39,10,Schaatsen,Bont
2023-07-01,BON-1009S,63,46.11,14,Schaatsen,Bont
2023-07-01,BON-1010S,109,102.99,11,Schaatsen,Bont
2023-07-01,BON-1011S,101,117.26,12,Schaatsen,Bont
2023-07-01,BON-1012S,25,113.74,15,Schaatsen,Bont
2023-07-01,BON-1013S,38,52.09,17,Schaatsen,Bont
2023-07-01,BON-1014S,21,70.28,19,Schaatsen,Bont
2023-07-01,BON-1015S,45,63.86,24,Schaatsen,Bont
2023-07-01,BON-1016S,119,50.64,9,Schaatsen,Bont
2023-07-01,BON-1017S,102,110.59,19,Schaatsen,Bont
2023-07-01,BON-1018S,30,94.93,15,Schaatsen,Bont
2023-07-01,BON-1019S,24,29.21,5,Schaatsen,Bont
2023-07-01,BON-1000S,50,117.97,6,Schoenen,Bont
2023-07-01,BON-1001S,91,98.3,23,Schoenen,Bont
2023-07-01,BON-1002S,67,65.95,12,Schoenen,Bont
2023-07-01,BON-1003S,62,79.09,17,Schoenen,Bont
2023-07-01,BON-1004S,22,100.05,20,Schoenen,Bont
2023-07-01,BON-1005S,6,22.44,20,Schoenen,Bont
2023-07-01,BON-1006S,86,88.16,12,Schoenen,Bont
2023-07-01,BON-1007S,108,65.79,14,Schoenen,Bont
2023-07-01,BON-1008S,55,53.12,11,Schoenen,Bont
2023-07-01,BON-1009S,78,46.39,10,Schoenen,Bont
2023-07-01,BON-1010S,96,56.53,9,Schoenen,Bont
2023-07-01,BON-1011S,83,48.23,5,Schoenen,Bont
2023-07-01,BON-1012S,66,99.83,21,Schoenen,Bont
2023-07-01,BON-1013S,5,60.32,16,Schoenen,Bont
2023-07-01,BON-1014S,118,108.38,23,Schoenen,Bont
2023-07-01,BON-1015S,14,84.53,9,Schoenen,Bont
2023-07-01,BON-1016S,112,22.91,13,Schoenen,Bont
2023-07-01,BON-1017S,9,84.37,7,Schoenen,Bont
2023-07-01,BON-1018S,86,116.11,15,Schoenen,Bont
2023-07-01,BON-1019S,88,33.53,9,Schoenen,Bont
2023-07-01,BON-1000K,56,43.37,6,Kleding,Bont
2023-07-01,BON-1001K,23,39.8,10,Kleding,Bont
2023-07-01,BON-1002K,34,35.29,6,Kleding,Bont
2023-07-01,BON-1003K,25,78.76,15,Kleding,Bont
2023-07-01,BON-1004K,51,94.64,12,Kleding,Bont
2023-07-01,BON-1005K,56,101.68,14,Kleding,Bont
2023-07-01,BON-1006K,110,42.9,12,Kleding,Bont
2023-07-01,BON-1007K,48,63.47,16,Kleding,Bont
2023-07-01,BON-1008K,75,44.99,21,Kleding,Bont
2023-07-01,BON-1009K,107,62.81,5,Kleding,Bont
2023-07-01,BON-1010K,12,99.97,18,Kleding,Bont
2023-07-01,BON-1011K,27,105.27,23,Kleding,Bont
2023-07-01,BON-1012K,18,27.13,23,Kleding,Bont
2023-07-01,BON-1013K,86,86.82,7,Kleding,Bont
2023-07-01,BON-1014K,117,118.68,11,Kleding,Bont
2023-07-01,BON-1015K,86,71.21,20,Kleding,Bont
2023-07-01,BON-1016K,102,22.71,18,Kleding,Bont
2023-07-01,BON-1017K,102,27.14,14,Kleding,Bont
2023-07-01,BON-1018K,109,61.0,19,Kleding,Bont
2023-07-01,BON-1019K,28,94.02,16,Kleding,Bont
2023-07-01,BON-1000A,74,32.58,18,Accessoires,Bont
2023-07-01,BON-1001A,105,32.6,21,Accessoires,Bont
2023-07-01,BON-1002A,57,113.5,24,Accessoires,Bont
2023-07-01,BON-1003A,51,63.96,14,Accessoires,Bont
2023-07-01,BON-1004A,77,84.66,14,Accessoires,Bont
2023-07-01,BON-1005A,38,66.13,19,Accessoires,Bont
2023-07-01,BON-1006A,50,106.05,18,Accessoires,Bont
2023-07-01,BON-1007A,85,20.42,24,Accessoires,Bont
2023-07-01,BON-1008A,38,78.19,20,Accessoires,Bont
2023-07-01,BON-1009A,74,79.11,14,Accessoires,Bont
2023-07-01,BON-1010A,89,42.3,24,Accessoires,Bont
2023-07-01,BON-1011A,73,82.71,15,Accessoires,Bont
2023-07-01,BON-1012A,16,38.3,23,Accessoires,Bont
2023-07-01,BON-1013A,76,104.63,6,Accessoires,Bont
2023-07-01,BON-1014A,72,16.63,21,Accessoires,Bont
2023-07-01,BON-1015A,104,37.89,14,Accessoires,Bont
2023-07-01,BON-1016A,19,53.54,18,Accessoires,Bont
2023-07-01,BON-1017A,95,66.26,17,Accessoires,Bont
2023-07-01,BON-1018A,69,35.9,7,Accessoires,Bont
2023-07-01,BON-1019A,1,37.57,22,Accessoires,Bont
2023-07-01,BON-1000S,42,68.0,7,Slijpen,Bont
2023-07-01,BON-1001S,13,18.86,24,Slijpen,Bont
2023-07-01,BON-1002S,13,70.89,15,Slijpen,Bont
2023-07-01,BON-1003S,12,45.26,9,Slijpen,Bont
2023-07-01,BON-1004S,93,20.36,8,Slijpen,Bont
2023-07-01,BON-1005S,87,36.05,7,Slijpen,Bont
2023-07-01,BON-1006S,91,104.28,8,Slijpen,Bont
2023-07-01,BON-1007S,6,31.36,17,Slijpen,Bont
2023-07-01,BON-1008S,80,53.17,20,Slijpen,Bont
2023-07-01,BON-1009S,40,64.47,7,Slijpen,Bont
2023-07-01,BON-1010S,18,43.0,15,Slijpen,Bont
2023-07-01,BON-1011S,48,32.92,9,Slijpen,Bont
2023-07-01,BON-1012S,54,106.39,10,Slijpen,Bont
2023-07-01,BON-1013S,24,57.64,19,Slijpen,Bont
2023-07-01,BON-1014S,53,112.74,11,Slijpen,Bont
2023-07-01,BON-1015S,43,67.11,10,Slijpen,Bont
2023-07-01,BON-1016S,71,118.42,22,Slijpen,Bont
2023-07-01,BON-1017S,66,80.65,24,Slijpen,Bont
2023-07-01,BON-1018S,51,36.81,6,Slijpen,Bont
2023-07-01,BON-1019S,78,32.73,13,Slijpen,Bont
2023-07-01,BON-1000B,119,111.37,12,Bescherming,Bont
2023-07-01,BON-1001B,54,92.59,15,Bescherming,Bont
2023-07-01,BON-1002B,80,110.14,7,Bescherming,Bont
2023-07-01,BON-1003B,29,84.26,8,Bescherming,Bont
2023-07-01,BON-1004B,74,37.22,5,Bescherming,Bont
2023-07-01,BON-1005B,6,25.06,21,Bescherming,Bont
2023-07-01,BON-1006B,18,23.3,18,Bescherming,Bont
2023-07-01,BON-1007B,42,51.43,10,Bescherming,Bont
2023-07-01,BON-1008B,115,68.84,6,Bescherming,Bont
2023-07-01,BON-1009B,13,53.14,17,Bescherming,Bont
2023-07-01,BON-1010B,35,57.68,15,Bescherming,Bont
2023-07-01,BON-1011B,110,82.98,24,Bescherming,Bont
2023-07-01,BON-1012B,42,89.73,21,Bescherming,Bont
2023-07-01,BON-1013B,22,113.57,22,Bescherming,Bont
2023-07-01,BON-1014B,56,29.83,11,Bescherming,Bont
2023-07-01,BON-1015B,62,101.75,17,Bescherming,Bont
2023-07-01,BON-1016B,28,82.37,7,Bescherming,Bont
2023-07-01,BON-1017B,88,109.83,12,Bescherming,Bont
2023-07-01,BON-1018B,80,100.24,14,Bescherming,Bont
2023-07-01,BON-1019B,105,27.28,20,Bescherming,Bont
2023-07-01,NIJ-1000S,63,77.38,16,Schaatsen,Nijdam
2023-07-01,NIJ-1001S,110,56.88,14,Schaatsen,Nijdam
2023-07-01,NIJ-1002S,49,76.17,6,Schaatsen,Nijdam
2023-07-01,NIJ-1003S,12,25.71,6,Schaatsen,Nijdam
2023-07-01,NIJ-1004S,8,113.28,6,Schaatsen,Nijdam
2023-07-01,NIJ-1005S,42,111.79,20,Schaatsen,Nijdam
2023-07-01,NIJ-1006S,12,30.35,11,Schaatsen,Nijdam
2023-07-01,NIJ-1007S,47,77.39,16,Schaatsen,Nijdam
2023-07-01,NIJ-1008S,4,16.01,17,Schaatsen,Nijdam
2023-07-01,NIJ-1009S,16,56.28,16,Schaatsen,Nijdam
2023-07-01,NIJ-1010S,40,50.82,23,Schaatsen,Nijdam
2023-07-01,NIJ-1011S,111,65.15,7,Schaatsen,Nijdam
2023-07-01,NIJ-1012S,3,60.45,13,Schaatsen,Nijdam
2023-07-01,NIJ-1013S,102,18.41,7,Schaatsen,Nijdam
2023-07-01,NIJ-1014S,56,53.34,6,Schaatsen,Nijdam
2023-07-01,NIJ-1015S,45,117.54,7,Schaatsen,Nijdam
2023-07-01,NIJ-1016S,83,59.98,5,Schaatsen,Nijdam
2023-07-01,NIJ-1017S,28,96.16,6,Schaatsen,Nijdam
2023-07-01,NIJ-1018S,23,38.92,16,Schaatsen,Nijdam
2023-07-01,NIJ-1019S,101,77.26,23,Schaatsen,Nijdam
2023-07-01,NIJ-1000S,97,67.42,18,Schoenen,Nijdam
2023-07-01,NIJ-1001S,55,29.87,9,Schoenen,Nijdam
2023-07-01,NIJ-1002S,3,35.68,18,Schoenen,Nijdam
2023-07-01,NIJ-1003S,9,107.89,6,Schoenen,Nijdam
2023-07-01,NIJ-1004S,89,35.08,16,Schoenen,Nijdam
2023-07-01,NIJ-1005S,46,37.05,17,Schoenen,Nijdam
2023-07-01,NIJ-1006S,11,80.79,8,Schoenen,Nijdam
2023-07-01,NIJ-1007S,45,97.37,23,Schoenen,Nijdam
2023-07-01,NIJ-1008S,46,81.1,5,Schoenen,Nijdam
2023-07-01,NIJ-1009S,9,100.47,18,Schoenen,Nijdam
2023-07-01,NIJ-1010S,95,109.63,6,Schoenen,Nijdam
2023-07-01,NIJ-1011S,70,95.57,18,Schoenen,Nijdam
2023-07-01,NIJ-1012S,93,86.47,22,Schoenen,Nijdam
2023-07-01,NIJ-1013S,107,35.54,20,Schoenen,Nijdam
2023-07-01,NIJ-1014S,44,31.15,24,Schoenen,Nijdam
2023-07-01,NIJ-1015S,118,37.07,12,Schoenen,Nijdam
2023-07-01,NIJ-1016S,78,44.36,22,Schoenen,Nijdam
2023-07-01,NIJ-1017S,37,88.44,17,Schoenen,Nijdam
2023-07-01,NIJ-1018S,7,93.96,15,Schoenen,Nijdam
2023-07-01,NIJ-1019S,28,114.42,19,Schoenen,Nijdam
2023-07-01,NIJ-1000K,96,90.51,18,Kleding,Nijdam
2023-07-01,NIJ-1001K,56,58.86,19,Kleding,Nijdam
2023-07-01,NIJ-1002K,17,100.42,17,Kleding,Nijdam
2023-07-01,NIJ-1003K,35,105.01,12,Kleding,Nijdam
2023-07-01,NIJ-1004K,112,56.29,21,Kleding,Nijdam
2023-07-01,NIJ-1005K,66,117.81,12,Kleding,Nijdam
2023-07-01,NIJ-1006K,84,75.93,20,Kleding,Nijdam
2023-07-01,NIJ-1007K,63,34.54,19,Kleding,Nijdam
2023-07-01,NIJ-1008K,95,69.79,19,Kleding,Nijdam
2023-07-01,NIJ-1009K,71,70.29,16,Kleding,Nijdam
2023-07-01,NIJ-1010K,17,112.3,21,Kleding,Nijdam
2023-07-01,NIJ-1011K,36,84.79,21,Kleding,Nijdam
2023-07-01,NIJ-1012K,1,111.26,22,Kleding,Nijdam
2023-07-01,NIJ-1013K,101,66.81,20,Kleding,Nijdam
2023-07-01,NIJ-1014K,22,39.42,9,Kleding,Nijdam
2023-07-01,NIJ-1015K,27,63.95,18,Kleding,Nijdam
2023-07-01,NIJ-1016K,91,68.28,5,Kleding,Nijdam
2023-07-01,NIJ-1017K,48,33.94,11,Kleding,Nijdam
2023-07-01,NIJ-1018K,78,61.33,12,Kleding,Nijdam
2023-07-01,NIJ-1019K,6,107.11,8,Kleding,Nijdam
2023-07-01,NIJ-1000A,56,18.83,15,Accessoires,Nijdam
2023-07-01,NIJ-1001A,51,32.62,5,Accessoires,Nijdam
2023-07-01,NIJ-1002A,9,50.69,6,Accessoires,Nijdam
2023-07-01,NIJ-1003A,8,98.02,5,Accessoires,Nijdam
2023-07-01,NIJ-1004A,20,61.57,14,Accessoires,Nijdam
2023-07-01,NIJ-1005A,84,119.85,18,Accessoires,Nijdam
2023-07-01,NIJ-1006A,57,51.14,5,Accessoires,Nijdam
2023-07-01,NIJ-1007A,107,91.53,11,Accessoires,Nijdam
2023-07-01,NIJ-1008A,102,44.71,8,Accessoires,Nijdam
2023-07-01,NIJ-1009A,93,21.9,18,Accessoires,Nijdam
2023-07-01,NIJ-1010A,24,63.21,11,Accessoires,Nijdam
2023-07-01,NIJ-1011A,71,61.37,15,Accessoires,Nijdam
2023-07-01,NIJ-1012A,119,74.23,8,Accessoires,Nijdam
2023-07-01,NIJ-1013A,78,85.65,20,Accessoires,Nijdam
2023-07-01,NIJ-1014A,44,46.49,8,Accessoires,Nijdam
2023-07-01,NIJ-1015A,23,18.97,7,Accessoires,Nijdam
2023-07-01,NIJ-1016A,57,92.11,12,Accessoires,Nijdam
2023-07-01,NIJ-1017A,59,32.82,23,Accessoires,Nijdam
2023-07-01,NIJ-1018A,4,91.39,14,Accessoires,Nijdam
2023-07-01,NIJ-1019A,17,43.15,18,Accessoires,Nijdam
2023-07-01,NIJ-1000S,43,63.43,7,Slijpen,Nijdam
2023-07-01,NIJ-1001S,91,42.87,14,Slijpen,Nijdam
2023-07-01,NIJ-1002S,41,72.05,10,Slijpen,Nijdam
2023-07-01,NIJ-1003S,114,20.43,13,Slijpen,Nijdam
2023-07-01,NIJ-1004S,15,64.77,6,Slijpen,Nijdam
2023-07-01,NIJ-1005S,14,28.63,19,Slijpen,Nijdam
2023-07-01,NIJ-1006S,96,72.48,22,Slijpen,Nijdam
2023-07-01,NIJ-1007S,51,118.16,23,Slijpen,Nijdam
2023-07-01,NIJ-1008S,25,68.09,19,Slijpen,Nijdam
2023-07-01,NIJ-1009S,44,115.36,15,Slijpen,Nijdam
2023-07-01,NIJ-1010S,115,28.49,12,Slijpen,Nijdam
2023-07-01,NIJ-1011S,25,116.33,21,Slijpen,Nijdam
2023-07-01,NIJ-1012S,23,65.02,24,Slijpen,Nijdam
2023-07-01,NIJ-1013S,43,102.15,15,Slijpen,Nijdam
2023-07-01,NIJ-1014S,3,98.08,17,Slijpen,Nijdam
2023-07-01,NIJ-1015S,28,33.41,13,Slijpen,Nijdam
2023-07-01,NIJ-1016S,49,22.41,19,Slijpen,Nijdam
2023-07-01,NIJ-1017S,56,20.31,8,Slijpen,Nijdam
2023-07-01,NIJ-1018S,73,49.93,21,Slijpen,Nijdam
2023-07-01,NIJ-1019S,62,79.42,16,Slijpen,Nijdam
2023-07-01,NIJ-1000B,24,68.56,18,Bescherming,Nijdam
2023-07-01,NIJ-1001B,93,66.75,16,Bescherming,Nijdam
2023-07-01,NIJ-1002B,93,74.48,7,Bescherming,Nijdam
2023-07-01,NIJ-1003B,55,74.45,19,Bescherming,Nijdam
2023-07-01,NIJ-1004B,67,33.81,22,Bescherming,Nijdam
2023-07-01,NIJ-1005B,62,114.01,24,Bescherming,Nijdam
2023-07-01,NIJ-1006B,75,94.93,12,Bescherming,Nijdam
2023-07-01,NIJ-1007B,7,74.68,11,Bescherming,Nijdam
2023-07-01,NIJ-1008B,28,52.96,12,Bescherming,Nijdam
2023-07-01,NIJ-1009B,110,61.12,16,Bescherming,Nijdam
2023-07-01,NIJ-1010B,52,83.27,19,Bescherming,Nijdam
2023-07-01,NIJ-1011B,117,61.12,20,Bescherming,Nijdam
2023-07-01,NIJ-1012B,114,15.88,7,Bescherming,Nijdam
2023-07-01,NIJ-1013B,101,61.76,8,Bescherming,Nijdam
2023-07-01,NIJ-1014B,111,29.02,12,Bescherming,Nijdam
2023-07-01,NIJ-1015B,78,29.38,21,Bescherming,Nijdam
2023-07-01,NIJ-1016B,97,60.15,7,Bescherming,Nijdam
2023-07-01,NIJ-1017B,6,60.62,5,Bescherming,Nijdam
2023-07-01,NIJ-1018B,40,41.58,21,Bescherming,Nijdam
2023-07-01,NIJ-1019B,113,77.75,19,Bescherming,Nijdam
2023-07-01,ZAN-1000S,118,100.5,16,Schaatsen,Zandstra
2023-07-01,ZAN-1001S,41,64.09,9,Schaatsen,Zandstra
2023-07-01,ZAN-1002S,10,26.28,17,Schaatsen,Zandstra
2023-07-01,ZAN-1003S,6,112.91,16,Schaatsen,Zandstra
2023-07-01,ZAN-1004S,52,59.78,23,Schaatsen,Zandstra
2023-07-01,ZAN-1005S,104,22.35,9,Schaatsen,Zandstra
