date,employee_id,role,hours,hourly_wage
2023-06-12,E2,sales,5.51,17.5
2023-06-12,E3,warehouse,6.0,16.0
2023-06-12,E4,admin,3.8,20.0
2023-06-13,E1,sales,5.08,18.5
2023-06-13,E2,sales,4.41,17.5
2023-06-13,E3,warehouse,6.21,16.0
2023-06-13,E4,admin,4.69,20.0
2023-06-14,E1,sales,5.94,18.5
2023-06-14,E2,sales,3.96,17.5
2023-06-14,E3,warehouse,4.26,16.0
2023-06-14,E4,admin,4.25,20.0
2023-06-15,E1,sales,6.49,18.5
2023-06-15,E2,sales,6.56,17.5
2023-06-15,E3,warehouse,5.41,16.0
2023-06-15,E4,admin,2.39,20.0
2023-06-16,E1,sales,5.67,18.5
2023-06-16,E2,sales,7.03,17.5
2023-06-16,E3,warehouse,3.89,16.0
2023-06-16,E4,admin,2.88,20.0
2023-06-17,E1,sales,4.94,18.5
2023-06-17,E2,sales,6.16,17.5
2023-06-17,E3,warehouse,6.54,16.0
2023-06-17,E4,admin,2.09,20.0
2023-06-18,E1,sales,7.07,18.5
2023-06-18,E2,sales,6.31,17.5
2023-06-18,E3,warehouse,5.99,16.0
2023-06-18,E4,admin,5.47,20.0
2023-06-19,E1,sales,4.95,18.5
2023-06-19,E2,sales,5.08,17.5
2023-06-19,E3,warehouse,7.25,16.0
2023-06-19,E4,admin,4.89,20.0
2023-06-20,E1,sales,6.52,18.5
2023-06-20,E2,sales,6.16,17.5
2023-06-20,E3,warehouse,6.32,16.0
2023-06-20,E4,admin,2.59,20.0
2023-06-21,E1,sales,5.75,18.5
2023-06-21,E2,sales,6.47,17.5
2023-06-21,E3,warehouse,5.57,16.0
2023-06-21,E4,admin,3.76,20.0
2023-06-22,E1,sales,7.92,18.5
2023-06-22,E2,sales,5.85,17.5
2023-06-22,E3,warehouse,6.53,16.0
2023-06-22,E4,admin,4.85,20.0
2023-06-23,E1,sales,4.63,18.5
2023-06-23,E2,sales,4.65,17.5
2023-06-23,E3,warehouse,4.81,16.0
2023-06-23,E4,admin,3.53,20.0
2023-06-24,E1,sales,5.85,18.5
2023-06-24,E2,sales,7.38,17.5
2023-06-24,E3,warehouse,8.62,16.0
2023-06-24,E4,admin,3.77,20.0
2023-06-25,E1,sales,8.14,18.5
2023-06-25,E2,sales,3.8,17.5
2023-06-25,E3,warehouse,5.85,16.0
2023-06-25,E4,admin,4.44,20.0
2023-06-26,E1,sales,5.6,18.5
2023-06-26,E2,sales,5.78,17.5
2023-06-26,E3,warehouse,6.2,16.0
2023-06-26,E4,admin,3.72,20.0
2023-06-27,E1,sales,6.47,18.5
2023-06-27,E2,sales,7.05,17.5
2023-06-27,E3,warehouse,5.55,16.0
2023-06-27,E4,admin,4.46,20.0
2023-06-28,E1,sales,6.88,18.5
2023-06-28,E2,sales,6.82,17.5
2023-06-28,E3,warehouse,4.44,16.0
2023-06-28,E4,admin,3.94,20.0
2023-06-29,E1,sales,5.62,18.5
2023-06-29,E2,sales,6.67,17.5
2023-06-29,E3,warehouse,6.57,16.0
2023-06-29,E4,admin,4.93,20.0
2023-06-30,E1,sales,6.65,18.5
2023-06-30,E2,sales,5.46,17.5
2023-06-30,E3,warehouse,7.27,16.0
2023-06-30,E4,admin,3.84,20.0
2023-07-01,E1,sales,5.84,18.5
2023-07-01,E2,sales,5.31,17.5
2023-07-01,E3,warehouse,6.52,16.0
2023-07-01,E4,admin,3.9,20.0
2023-07-02,E1,sales,4.38,18.5
2023-07-02,E2,sales,5.99,17.5
2023-07-02,E3,warehouse,5.79,16.0
2023-07-02,E4,admin,3.6,20.0
2023-07-03,E1,sales,5.84,18.5
2023-07-03,E2,sales,5.61,17.5
2023-07-03,E3,warehouse,5.65,16.0
2023-07-03,E4,admin,2.62,20.0
2023-07-04,E1,sales,7.6,18.5
2023-07-04,E2,sales,6.4,17.5
2023-07-04,E3,warehouse,5.84,16.0
2023-07-04,E4,admin,4.47,20.0
2023-07-05,E1,sales,4.74,18.5
2023-07-05,E2,sales,6.24,17.5
2023-07-05,E3,warehouse,7.01,16.0
2023-07-05,E4,admin,3.19,20.0
2023-07-06,E1,sales,8.48,18.5
2023-07-06,E2,sales,5.08,17.5
2023-07-06,E3,warehouse,6.97,16.0
2023-07-06,E4,admin,2.29,20.0
2023-07-07,E1,sales,4.77,18.5
2023-07-07,E2,sales,7.14,17.5
2023-07-07,E3,warehouse,6.24,16.0
2023-07-07,E4,admin,2.84,20.0
2023-07-08,E1,sales,5.7,18.5
2023-07-08,E2,sales,4.79,17.5
2023-07-08,E3,warehouse,6.95,16.0
2023-07-08,E4,admin,3.16,20.0
2023-07-09,E1,sales,3.06,18.5
2023-07-09,E2,sales,6.3,17.5
2023-07-09,E3,warehouse,5.86,16.0
2023-07-09,E4,admin,3.9,20.0
2023-07-10,E1,sales,7.11,18.5
2023-07-10,E2,sales,5.75,17.5
2023-07-10,E3,warehouse,6.78,16.0
2023-07-10,E4,admin,4.16,20.0
2023-07-11,E1,sales,6.61,18.5
2023-07-11,E2,sales,6.54,17.5
2023-07-11,E3,warehouse,6.04,16.0
2023-07-11,E4,admin,4.07,20.0
2023-07-12,E1,sales,4.33,18.5
2023-07-12,E2,sales,5.57,17.5
2023-07-12,E3,warehouse,5.77,16.0
2023-07-12,E4,admin,3.54,20.0
2023-07-13,E1,sales,5.89,18.5
2023-07-13,E2,sales,4.82,17.5
2023-07-13,E3,warehouse,3.97,16.0
2023-07-13,E4,admin,4.23,20.0
2023-07-14,E1,sales,6.2,18.5
2023-07-14,E2,sales,6.62,17.5
2023-07-14,E3,warehouse,5.41,16.0
2023-07-14,E4,admin,4.27,20.0
2023-07-15,E1,sales,6.47,18.5
2023-07-15,E2,sales,5.75,17.5
2023-07-15,E3,warehouse,6.71,16.0
2023-07-15,E4,admin,4.73,20.0
2023-07-16,E1,sales,6.39,18.5
2023-07-16,E2,sales,5.44,17.5
2023-07-16,E3,warehouse,6.07,16.0
2023-07-16,E4,admin,4.35,20.0
2023-07-17,E1,sales,4.74,18.5
2023-07-17,E2,sales,5.73,17.5
2023-07-17,E3,warehouse,5.66,16.0
2023-07-17,E4,admin,3.6,20.0
2023-07-18,E1,sales,5.32,18.5
2023-07-18,E2,sales,4.18,17.5
2023-07-18,E3,warehouse,7.14,16.0
2023-07-18,E4,admin,3.44,20.0
2023-07-19,E1,sales,4.23,18.5
2023-07-19,E2,sales,4.85,17.5
2023-07-19,E3,warehouse,5.83,16.0
2023-07-19,E4,admin,3.63,20.0
2023-07-20,E1,sales,5.67,18.5
2023-07-20,E2,sales,6.18,17.5
2023-07-20,E3,warehouse,6.97,16.0
2023-07-20,E4,admin,3.15,20.0
2023-07-21,E1,sales,4.19,18.5
2023-07-21,E2,sales,7.92,17.5
2023-07-21,E3,warehouse,4.78,16.0
2023-07-21,E4,admin,4.36,20.0
2023-07-22,E1,sales,5.04,18.5
2023-07-22,E2,sales,7.88,17.5
2023-07-22,E3,warehouse,6.92,16.0
2023-07-22,E4,admin,3.89,20.0
2023-07-23,E1,sales,6.19,18.5
2023-07-23,E2,sales,8.04,17.5
2023-07-23,E3,warehouse,8.1,16.0
2023-07-23,E4,admin,3.3,20.0
2023-07-24,E1,sales,6.45,18.5
2023-07-24,E2,sales,4.61,17.5
2023-07-24,E3,warehouse,5.78,16.0
2023-07-24,E4,admin,5.39,20.0
2023-07-25,E1,sales,4.51,18.5
2023-07-25,E2,sales,6.37,17.5
2023-07-25,E3,warehouse,4.77,16.0
2023-07-25,E4,admin,3.96,20.0
2023-07-26,E1,sales,5.21,18.5
2023-07-26,E2,sales,5.32,17.5
2023-07-26,E3,warehouse,6.11,16.0
2023-07-26,E4,admin,5.52,20.0
2023-07-27,E1,sales,5.51,18.5
2023-07-27,E2,sales,5.55,17.5
2023-07-27,E3,warehouse,8.0,16.0
2023-07-27,E4,admin,2.32,20.0
2023-07-28,E1,sales,5.62,18.5
2023-07-28,E2,sales,7.49,17.5
2023-07-28,E3,warehouse,6.32,16.0
2023-07-28,E4,admin,3.76,20.0
2023-07-29,E1,sales,6.1,18.5
2023-07-29,E2,sales,6.09,17.5
2023-07-29,E3,warehouse,6.95,16.0
2023-07-29,E4,admin,5.76,20.0
2023-07-30,E1,sales,5.25,18.5
2023-07-30,E2,sales,6.53,17.5
2023-07-30,E3,warehouse,5.73,16.0
2023-07-30,E4,admin,4.58,20.0
2023-07-31,E1,sales,6.83,18.5
2023-07-31,E2,sales,5.5,17.5
2023-07-31,E3,warehouse,6.94,16.0
2023-07-31,E4,admin,3.82,20.0
2023-08-01,E1,sales,7.2,18.5
2023-08-01,E2,sales,5.89,17.5
2023-08-01,E3,warehouse,5.57,16.0
2023-08-01,E4,admin,3.38,20.0
2023-08-02,E1,sales,5.69,18.5
2023-08-02,E2,sales,5.04,17.5
2023-08-02,E3,warehouse,6.93,16.0
2023-08-02,E4,admin,3.6,20.0
2023-08-03,E1,sales,6.45,18.5
2023-08-03,E2,sales,6.31,17.5
2023-08-03,E3,warehouse,7.33,16.0
2023-08-03,E4,admin,3.53,20.0
2023-08-04,E1,sales,6.0,18.5
2023-08-04,E2,sales,7.98,17.5
2023-08-04,E3,warehouse,4.83,16.0
2023-08-04,E4,admin,3.32,20.0
2023-08-05,E1,sales,6.74,18.5
2023-08-05,E2,sales,5.09,17.5
2023-08-05,E3,warehouse,8.04,16.0
2023-08-05,E4,admin,3.67,20.0
2023-08-06,E1,sales,3.72,18.5
2023-08-06,E2,sales,4.95,17.5
2023-08-06,E3,warehouse,5.85,16.0
2023-08-06,E4,admin,4.4,20.0
2023-08-07,E1,sales,6.78,18.5
2023-08-07,E2,sales,4.72,17.5
2023-08-07,E3,warehouse,4.42,16.0
2023-08-07,E4,admin,5.57,20.0
2023-08-08,E1,sales,4.95,18.5
2023-08-08,E2,sales,8.59,17.5
2023-08-08,E3,warehouse,6.6,16.0
2023-08-08,E4,admin,3.53,20.0
2023-08-09,E1,sales,5.18,18.5
2023-08-09,E2,sales,8.05,17.5
2023-08-09,E3,warehouse,5.71,16.0
2023-08-09,E4,admin,5.38,20.0
2023-08-10,E1,sales,8.16,18.5
2023-08-10,E2,sales,4.6,17.5
2023-08-10,E3,warehouse,7.77,16.0
2023-08-10,E4,admin,3.55,20.0
2023-08-11,E1,sales,6.18,18.5
2023-08-11,E2,sales,7.11,17.5
2023-08-11,E3,warehouse,5.49,16.0
2023-08-11,E4,admin,3.55,20.0
2023-08-12,E1,sales,5.19,18.5
2023-08-12,E2,sales,5.44,17.5
2023-08-12,E3,warehouse,6.62,16.0
2023-08-12,E4,admin,4.44,20.0
2023-08-13,E1,sales,5.97,18.5
2023-08-13,E2,sales,5.01,17.5
2023-08-13,E3,warehouse,5.94,16.0
2023-08-13,E4,admin,2.0,20.0
2023-08-14,E1,sales,5.15,18.5
2023-08-14,E2,sales,4.83,17.5
2023-08-14,E3,warehouse,5.49,16.0
2023-08-14,E4,admin,6.24,20.0
2023-08-15,E1,sales,4.43,18.5
2023-08-15,E2,sales,7.19,17.5
2023-08-15,E3,warehouse,7.78,16.0
2023-08-15,E4,admin,3.04,20.0
2023-08-16,E1,sales,6.05,18.5
2023-08-16,E2,sales,6.37,17.5
2023-08-16,E3,warehouse,8.16,16.0
2023-08-16,E4,admin,3.34,20.0
2023-08-17,E1,sales,5.63,18.5
2023-08-17,E2,sales,7.42,17.5
2023-08-17,E3,warehouse,7.97,16.0
2023-08-17,E4,admin,4.05,20.0
2023-08-18,E1,sales,5.04,18.5
2023-08-18,E2,sales,7.26,17.5
2023-08-18,E3,warehouse,7.63,16.0
2023-08-18,E4,admin,3.29,20.0
2023-08-19,E1,sales,6.1,18.5
2023-08-19,E2,sales,4.3,17.5
2023-08-19,E3,warehouse,6.21,16.0
2023-08-19,E4,admin,3.73,20.0
2023-08-20,E1,sales,6.37,18.5
2023-08-20,E2,sales,5.8,17.5
2023-08-20,E3,warehouse,6.26,16.0
2023-08-20,E4,admin,4.08,20.0
2023-08-21,E1,sales,7.9,18.5
2023-08-21,E2,sales,8.2,17.5
2023-08-21,E3,warehouse,6.36,16.0
2023-08-21,E4,admin,3.13,20.0
2023-08-22,E1,sales,5.19,18.5
2023-08-22,E2,sales,6.0,17.5
2023-08-22,E3,warehouse,4.66,16.0
2023-08-22,E4,admin,3.52,20.0
2023-08-23,E1,sales,5.58,18.5
2023-08-23,E2,sales,8.69,17.5
2023-08-23,E3,warehouse,6.66,16.0
2023-08-23,E4,admin,3.47,20.0
2023-08-24,E1,sales,5.32,18.5
2023-08-24,E2,sales,6.27,17.5
2023-08-24,E3,warehouse,5.71,16.0
2023-08-24,E4,admin,4.38,20.0
2023-08-25,E1,sales,5.72,18.5
2023-08-25,E2,sales,7.57,17.5
2023-08-25,E3,warehouse,9.88,16.0
2023-08-25,E4,admin,4.4,20.0
2023-08-26,E1,sales,7.67,18.5
2023-08-26,E2,sales,5.45,17.5
2023-08-26,E3,warehouse,6.0,16.0
2023-08-26,E4,admin,3.24,20.0
2023-08-27,E1,sales,6.88,18.5
2023-08-27,E2,sales,6.14,17.5
2023-08-27,E3,warehouse,7.9,16.0
2023-08-27,E4,admin,2.0,20.0
2023-08-28,E1,sales,6.05,18.5
2023-08-28,E2,sales,6.5,17.5
2023-08-28,E3,warehouse,7.6,16.0
2023-08-28,E4,admin,4.84,20.0
2023-08-29,E1,sales,4.34,18.5
2023-08-29,E2,sales,5.05,17.5
2023-08-29,E3,warehouse,4.74,16.0
2023-08-29,E4,admin,4.42,20.0
2023-08-30,E1,sales,5.49,18.5
2023-08-30,E2,sales,5.62,17.5
2023-08-30,E3,warehouse,5.75,16.0
2023-08-30,E4,admin,5.3,20.0
2023-08-31,E1,sales,8.26,18.5
2023-08-31,E2,sales,5.38,17.5
2023-08-31,E3,warehouse,2.23,16.0
2023-08-31,E4,admin,2.49,20.0
2023-09-01,E1,sales,5.29,18.5
2023-09-01,E2,sales,7.01,17.5
2023-09-01,E3,warehouse,7.11,16.0
2023-09-01,E4,admin,2.84,20.0
2023-09-02,E1,sales,6.35,18.5
2023-09-02,E2,sales,7.52,17.5
2023-09-02,E3,warehouse,6.08,16.0
2023-09-02,E4,admin,3.95,20.0
2023-09-03,E1,sales,8.08,18.5
2023-09-03,E2,sales,5.54,17.5
2023-09-03,E3,warehouse,7.87,16.0
2023-09-03,E4,admin,4.71,20.0
2023-09-04,E1,sales,5.88,18.5
2023-09-04,E2,sales,3.99,17.5
2023-09-04,E3,warehouse,4.75,16.0
2023-09-04,E4,admin,4.97,20.0
2023-09-05,E1,sales,8.99,18.5
2023-09-05,E2,sales,6.76,17.5
2023-09-05,E3,warehouse,7.24,16.0
2023-09-05,E4,admin,3.77,20.0
2023-09-06,E1,sales,7.25,18.5
2023-09-06,E2,sales,5.75,17.5
2023-09-06,E3,warehouse,5.96,16.0
2023-09-06,E4,admin,4.65,20.0
2023-09-07,E1,sales,7.45,18.5
2023-09-07,E2,sales,6.56,17.5
2023-09-07,E3,warehouse,6.51,16.0
2023-09-07,E4,admin,3.52,20.0
2023-09-08,E1,sales,7.73,18.5
2023-09-08,E2,sales,5.36,17.5
2023-09-08,E3,warehouse,5.28,16.0
2023-09-08,E4,admin,2.14,20.0
2023-09-09,E1,sales,6.7,18.5
2023-09-09,E2,sales,3.96,17.5
2023-09-09,E3,warehouse,4.82,16.0
2023-09-09,E4,admin,5.45,20.0
2023-09-10,E1,sales,6.25,18.5
2023-09-10,E2,sales,5.04,17.5
2023-09-10,E3,warehouse,5.81,16.0
2023-09-10,E4,admin,4.73,20.0
2023-09-11,E1,sales,5.52,18.5
2023-09-11,E2,sales,5.68,17.5
2023-09-11,E3,warehouse,7.73,16.0
2023-09-11,E4,admin,3.93,20.0
2023-09-12,E1,sales,5.58,18.5
2023-09-12,E2,sales,6.71,17.5
2023-09-12,E3,warehouse,6.83,16.0
2023-09-12,E4,admin,5.04,20.0
2023-09-13,E1,sales,6.18,18.5
2023-09-13,E2,sales,7.83,17.5
2023-09-13,E3,warehouse,4.26,16.0
2023-09-13,E4,admin,2.0,20.0
2023-09-14,E1,sales,6.22,18.5
2023-09-14,E2,sales,7.56,17.5
2023-09-14,E3,warehouse,7.64,16.0
2023-09-14,E4,admin,6.02,20.0
2023-09-15,E1,sales,6.53,18.5
2023-09-15,E2,sales,6.5,17.5
2023-09-15,E3,warehouse,6.23,16.0
2023-09-15,E4,admin,4.63,20.0
2023-09-16,E1,sales,7.02,18.5
2023-09-16,E2,sales,5.25,17.5
2023-09-16,E3,warehouse,4.63,16.0
2023-09-16,E4,admin,3.75,20.0
2023-09-17,E1,sales,6.32,18.5
2023-09-17,E2,sales,5.48,17.5
2023-09-17,E3,warehouse,5.97,16.0
2023-09-17,E4,admin,4.13,20.0
2023-09-18,E1,sales,5.26,18.5
2023-09-18,E2,sales,4.06,17.5
2023-09-18,E3,warehouse,5.64,16.0
2023-09-18,E4,admin,2.47,20.0
2023-09-19,E1,sales,5.94,18.5
2023-09-19,E2,sales,4.82,17.5
2023-09-19,E3,warehouse,4.88,16.0
2023-09-19,E4,admin,3.7,20.0
2023-09-20,E1,sales,6.49,18.5
2023-09-20,E2,sales,4.66,17.5
2023-09-20,E3,warehouse,7.47,16.0
2023-09-20,E4,admin,2.96,20.0
2023-09-21,E1,sales,5.67,18.5
2023-09-21,E2,sales,7.48,17.5
2023-09-21,E3,warehouse,7.03,16.0
2023-09-21,E4,admin,3.42,20.0
2023-09-22,E1,sales,6.78,18.5
2023-09-22,E2,sales,7.18,17.5
2023-09-22,E3,warehouse,6.92,16.0
2023-09-22,E4,admin,4.58,20.0
2023-09-23,E1,sales,5.22,18.5
2023-09-23,E2,sales,6.23,17.5
2023-09-23,E3,warehouse,4.03,16.0
2023-09-23,E4,admin,3.57,20.0
2023-09-24,E1,sales,6.65,18.5
2023-09-24,E2,sales,5.15,17.5
2023-09-24,E3,warehouse,3.82,16.0
2023-09-24,E4,admin,6.26,20.0
2023-09-25,E1,sales,5.84,18.5
2023-09-25,E2,sales,6.2,17.5
2023-09-25,E3,warehouse,6.24,16.0
2023-09-25,E4,admin,3.45,20.0
2023-09-26,E1,sales,6.13,18.5
2023-09-26,E2,sales,7.29,17.5
2023-09-26,E3,warehouse,6.51,16.0
2023-09-26,E4,admin,3.23,20.0
2023-09-27,E1,sales,6.19,18.5
2023-09-27,E2,sales,6.45,17.5
2023-09-27,E3,warehouse,4.75,16.0
2023-09-27,E4,admin,5.08,20.0
2023-09-28,E1,sales,5.22,18.5
2023-09-28,E2,sales,4.9,17.5
2023-09-28,E3,warehouse,5.31,16.0
2023-09-28,E4,admin,2.97,20.0
2023-09-29,E1,sales,5.0,18.5
2023-09-29,E2,sales,5.89,17.5
2023-09-29,E3,warehouse,5.26,16.0
2023-09-29,E4,admin,2.65,20.0
2023-09-30,E1,sales,4.85,18.5
2023-09-30,E2,sales,4.31,17.5
2023-09-30,E3,warehouse,6.39,16.0
2023-09-30,E4,admin,4.19,20.0
2023-10-01,E1,sales,5.65,18.5
2023-10-01,E2,sales,5.2,17.5
2023-10-01,E3,warehouse,5.3,16.0
2023-10-01,E4,admin,3.58,20.0
2023-10-02,E1,sales,7.59,18.5
2023-10-02,E2,sales,7.0,17.5
2023-10-02,E3,warehouse,6.69,16.0
2023-10-02,E4,admin,3.28,20.0
2023-10-03,E1,sales,5.63,18.5
2023-10-03,E2,sales,6.05,17.5
2023-10-03,E3,warehouse,4.07,16.0
2023-10-03,E4,admin,3.7,20.0
2023-10-04,E1,sales,3.85,18.5
2023-10-04,E2,sales,5.89,17.5
2023-10-04,E3,warehouse,5.01,16.0
2023-10-04,E4,admin,3.77,20.0
2023-10-05,E1,sales,6.1,18.5
2023-10-05,E2,sales,8.07,17.5
2023-10-05,E3,warehouse,6.64,16.0
2023-10-05,E4,admin,4.05,20.0
2023-10-06,E1,sales,5.23,18.5
2023-10-06,E2,sales,5.58,17.5
2023-10-06,E3,warehouse,6.1,16.0
2023-10-06,E4,admin,3.06,20.0
2023-10-07,E1,sales,7.12,18.5
2023-10-07,E2,sales,4.56,17.5
2023-10-07,E3,warehouse,5.19,16.0
2023-10-07,E4,admin,2.32,20.0
2023-10-08,E1,sales,4.12,18.5
2023-10-08,E2,sales,4.63,17.5
2023-10-08,E3,warehouse,6.07,16.0
2023-10-08,E4,admin,4.59,20.0
2023-10-09,E1,sales,3.28,18.5
2023-10-09,E2,sales,6.25,17.5
2023-10-09,E3,warehouse,5.68,16.0
2023-10-09,E4,admin,5.34,20.0
2023-10-10,E1,sales,6.24,18.5
2023-10-10,E2,sales,5.83,17.5
2023-10-10,E3,warehouse,7.73,16.0
2023-10-10,E4,admin,4.84,20.0
2023-10-11,E1,sales,7.49,18.5
2023-10-11,E2,sales,5.85,17.5
2023-10-11,E3,warehouse,5.81,16.0
2023-10-11,E4,admin,4.54,20.0
2023-10-12,E1,sales,5.98,18.5
2023-10-12,E2,sales,5.8,17.5
2023-10-12,E3,warehouse,6.22,16.0
2023-10-12,E4,admin,4.36,20.0
2023-10-13,E1,sales,6.89,18.5
2023-10-13,E2,sales,5.44,17.5
2023-10-13,E3,warehouse,4.37,16.0
2023-10-13,E4,admin,4.08,20.0
2023-10-14,E1,sales,5.08,18.5
2023-10-14,E2,sales,4.41,17.5
2023-10-14,E3,warehouse,6.14,16.0
2023-10-14,E4,admin,3.46,20.0
2023-10-15,E1,sales,6.67,18.5
2023-10-15,E2,sales,6.28,17.5
2023-10-15,E3,warehouse,8.66,16.0
2023-10-15,E4,admin,3.7,20.0
2023-10-16,E1,sales,5.08,18.5
2023-10-16,E2,sales,4.09,17.5
2023-10-16,E3,warehouse,6.71,16.0
2023-10-16,E4,admin,3.9,20.0
2023-10-17,E1,sales,7.11,18.5
2023-10-17,E2,sales,6.72,17.5
2023-10-17,E3,warehouse,6.62,16.0
2023-10-17,E4,admin,2.38,20.0
2023-10-18,E1,sales,6.04,18.5
2023-10-18,E2,sales,7.76,17.5
2023-10-18,E3,warehouse,4.79,16.0
2023-10-18,E4,admin,2.0,20.0
2023-10-19,E1,sales,5.85,18.5
2023-10-19,E2,sales,6.9,17.5
2023-10-19,E3,warehouse,6.5,16.0
2023-10-19,E4,admin,2.21,20.0
2023-10-20,E1,sales,6.11,18.5
2023-10-20,E2,sales,5.54,17.5
2023-10-20,E3,warehouse,4.5,16.0
2023-10-20,E4,admin,2.82,20.0
2023-10-21,E1,sales,3.36,18.5
2023-10-21,E2,sales,5.52,17.5
2023-10-21,E3,warehouse,5.9,16.0
2023-10-21,E4,admin,3.17,20.0
2023-10-22,E1,sales,3.67,18.5
2023-10-22,E2,sales,5.07,17.5
2023-10-22,E3,warehouse,7.11,16.0
2023-10-22,E4,admin,3.21,20.0
2023-10-23,E1,sales,7.14,18.5
2023-10-23,E2,sales,5.43,17.5
2023-10-23,E3,warehouse,5.09,16.0
2023-10-23,E4,admin,3.88,20.0
2023-10-24,E1,sales,7.52,18.5
2023-10-24,E2,sales,5.02,17.5
2023-10-24,E3,warehouse,5.52,16.0
2023-10-24,E4,admin,2.0,20.0
2023-10-25,E1,sales,5.79,18.5
2023-10-25,E2,sales,6.29,17.5
2023-10-25,E3,warehouse,5.18,16.0
2023-10-25,E4,admin,2.88,20.0
2023-10-26,E1,sales,5.97,18.5
2023-10-26,E2,sales,5.91,17.5
2023-10-26,E3,warehouse,7.54,16.0
2023-10-26,E4,admin,2.91,20.0
2023-10-27,E1,sales,6.14,18.5
2023-10-27,E2,sales,5.75,17.5
2023-10-27,E3,warehouse,6.99,16.0
2023-10-27,E4,admin,3.49,20.0
2023-10-28,E1,sales,4.18,18.5
2023-10-28,E2,sales,5.62,17.5
2023-10-28,E3,warehouse,4.12,16.0
2023-10-28,E4,admin,5.11,20.0
2023-10-29,E1,sales,6.06,18.5
2023-10-29,E2,sales,6.89,17.5
2023-10-29,E3,warehouse,5.96,16.0
2023-10-29,E4,admin,4.1,20.0
2023-10-30,E1,sales,5.34,18.5
2023-10-30,E2,sales,6.59,17.5
2023-10-30,E3,warehouse,6.01,16.0
2023-10-30,E4,admin,3.2,20.0
2023-10-31,E1,sales,6.21,18.5
2023-10-31,E2,sales,6.54,17.5
2023-10-31,E3,warehouse,6.28,16.0
2023-10-31,E4,admin,4.96,20.0
2023-11-01,E1,sales,6.85,18.5
2023-11-01,E2,sales,6.29,17.5
2023-11-01,E3,warehouse,4.96,16.0
2023-11-01,E4,admin,3.72,20.0
2023-11-02,E1,sales,7.3,18.5
2023-11-02,E2,sales,5.76,17.5
2023-11-02,E3,warehouse,6.38,16.0
2023-11-02,E4,admin,5.03,20.0
2023-11-03,E1,sales,7.59,18.5
2023-11-03,E2,sales,5.99,17.5
2023-11-03,E3,warehouse,6.39,16.0
2023-11-03,E4,admin,2.55,20.0
2023-11-04,E1,sales,5.61,18.5
2023-11-04,E2,sales,4.22,17.5
2023-11-04,E3,warehouse,4.36,16.0
2023-11-04,E4,admin,3.84,20.0
2023-11-05,E1,sales,7.71,18.5
2023-11-05,E2,sales,6.14,17.5
2023-11-05,E3,warehouse,6.58,16.0
2023-11-05,E4,admin,5.86,20.0
2023-11-06,E1,sales,5.07,18.5
2023-11-06,E2,sales,4.42,17.5
2023-11-06,E3,warehouse,6.99,16.0
2023-11-06,E4,admin,2.2,20.0
2023-11-07,E1,sales,4.9,18.5
2023-11-07,E2,sales,6.66,17.5
2023-11-07,E3,warehouse,7.64,16.0
2023-11-07,E4,admin,3.69,20.0
2023-11-08,E1,sales,6.85,18.5
2023-11-08,E2,sales,4.84,17.5
2023-11-08,E3,warehouse,6.24,16.0
2023-11-08,E4,admin,3.17,20.0
2023-11-09,E1,sales,8.3,18.5
2023-11-09,E2,sales,6.94,17.5
2023-11-09,E3,warehouse,6.49,16.0
2023-11-09,E4,admin,4.28,20.0
2023-11-10,E1,sales,7.68,18.5
2023-11-10,E2,sales,4.61,17.5
2023-11-10,E3,warehouse,7.93,16.0
2023-11-10,E4,admin,5.01,20.0
2023-11-11,E1,sales,5.83,18.5
2023-11-11,E2,sales,6.22,17.5
2023-11-11,E3,warehouse,5.72,16.0
2023-11-11,E4,admin,2.78,20.0
2023-11-12,E1,sales,5.92,18.5
2023-11-12,E2,sales,6.18,17.5
2023-11-12,E3,warehouse,5.28,16.0
2023-11-12,E4,admin,2.0,20.0
2023-11-13,E1,sales,6.75,18.5
2023-11-13,E2,sales,5.99,17.5
2023-11-13,E3,warehouse,4.86,16.0
2023-11-13,E4,admin,3.79,20.0
2023-11-14,E1,sales,6.71,18.5
2023-11-14,E2,sales,4.6,17.5
2023-11-14,E3,warehouse,8.16,16.0
2023-11-14,E4,admin,5.12,20.0
2023-11-15,E1,sales,5.38,18.5
2023-11-15,E2,sales,8.31,17.5
2023-11-15,E3,warehouse,4.58,16.0
2023-11-15,E4,admin,2.49,20.0
2023-11-16,E1,sales,7.01,18.5
2023-11-16,E2,sales,6.04,17.5
2023-11-16,E3,warehouse,4.09,16.0
2023-11-16,E4,admin,4.64,20.0
2023-11-17,E1,sales,6.39,18.5
2023-11-17,E2,sales,5.69,17.5
2023-11-17,E3,warehouse,5.23,16.0
2023-11-17,E4,admin,2.64,20.0
2023-11-18,E1,sales,6.89,18.5
2023-11-18,E2,sales,8.06,17.5
2023-11-18,E3,warehouse,6.22,16.0
2023-11-18,E4,admin,2.05,20.0
2023-11-19,E1,sales,5.36,18.5
2023-11-19,E2,sales,6.23,17.5
2023-11-19,E3,warehouse,4.42,16.0
2023-11-19,E4,admin,4.57,20.0
2023-11-20,E1,sales,7.04,18.5
2023-11-20,E2,sales,4.63,17.5
2023-11-20,E3,warehouse,5.19,16.0
2023-11-20,E4,admin,3.67,20.0
2023-11-21,E1,sales,6.89,18.5
2023-11-21,E2,sales,6.46,17.5
2023-11-21,E3,warehouse,7.33,16.0
